9663bb9b-6e24-4151-ac84-0cbcc3138ff3	1	13689	CP065670.1	13689	13687	41297
fdbc760c-7310-46ac-af54-1b6bd0c27ea1	1	13690	CP060123.1	13690	165695	41297
ec3091ae-b90c-4924-8b3f-c8272a8fbcee	1	152682	CP017578.1	152682	13687	41297
43a5df32-bf9b-4803-a424-6cee693bca61	1	129951	KF268127.1	129951	10509	10508
c0e559aa-da2f-4094-a9bd-53dda70f4f0d	1	943830	CP050292.1	943830	1395974	41294
51f51dda-b1dd-4620-b5fe-788bc45e4ea3	1	562	CP037903.1	562	561	543
5eeeaf60-6123-44b8-9d35-bb2f67860707	1	2054	CP046320.1	2054	2053	85026
49c60539-ac6e-402e-ac6d-e6f417b20d7d	1	40214	CP010350.1	40214	469	468
286dadcc-26b4-4054-bea6-2ba0b8d2eb0f	1	943830	CP050292.1	943830	1395974	41294
c7ceccf0-3bfb-4dac-8c24-add022f19add	1	2592816	CP041401.1	2592816	1395974	41294
f3cc5967-2669-4b6a-9f5b-2ffcf3d95bd3	1	1747	CP013693.1	1747	1912216	31957
829aa492-91e1-4517-8e61-8e4d098189d3	1	40214	CP022298.1	40214	469	468
8cefe24e-9bf4-492b-841d-c2ed26df4637	1	129951	X02996.1	129951	10509	10508
f8ac2076-13b2-4246-911d-4bbb1a3b4c5d	1	1327635	CP024924.1	1327635	13687	41297
e98e8f78-762e-4cd8-b479-8fd549405f82	1	28090	CP054822.1	28090	469	468
a57a82f8-5519-41c2-b7cb-aadbe8cd533c	1	1904944	CP017483.1	1904944	40323	32033
5295ee99-9593-4700-82ef-f67cb06fe120	1	13689	CP065714.1	13689	13687	41297
ee38c71c-c6ca-4ab6-9558-99dbe455b526	1	1327635	CP024923.1	1327635	13687	41297
73d7d2ef-f696-4132-84be-0bda5aad0258	1	943830	CP050292.1	943830	1395974	41294
b920b04c-4e5b-4c9a-a4bc-a0a8557e3f6f	1	40214	CP059080.1	40214	469	468
7b7a19fc-b6b9-4072-9db8-ad2846ab164a	1	943830	CP050292.1	943830	1395974	41294
a88fd145-1202-429b-892a-691778cf3e4d	1	2592816	CP041401.1	2592816	1395974	41294
20af07f8-fa71-46ef-9f8a-78e5ba04cc54	1	40324	CP040435.1	40324	40323	32033
06af3724-105d-4f62-aacd-5f44840740c2	1	13690	CP060123.1	13690	165695	41297
9058ef6b-7b55-4112-9122-7d80e76d6fca	1	1961362	CP015521.1	1961362	13687	41297
f8b6d6a0-ab5e-438a-aa25-9bd27921d3d9	1	2743575	CP055277.1	2743575	469	468
ebe6ab00-30c8-45f1-a8b9-22fe07ba4997	1	299767	CP018785.1	299767	547	543
e8173c2c-7cd2-4159-a39a-6caf499cc578	1	2042888	NC_039557.1	2042888	420628	3931
95635925-2d34-4931-b136-a2c8e0b14a3a	1	943830	CP050292.1	943830	1395974	41294
3025a9f8-fbb1-47e7-b6e9-abf3204d28cc	1	2592816	CP041401.1	2592816	1395974	41294
132cd754-22af-44a1-9606-16d74296bba6	1	943830	CP050292.1	943830	1395974	41294
4bbec471-330c-4fa6-8dc7-e0b3359b62d0	1	943830	CP050292.1	943830	1395974	41294
bdf35c7a-87c1-4285-bbc6-224a327ae194	1	152682	CP023705.1	152682	13687	41297
2cd52226-e023-4eb7-b55a-56d3c645fe39	1	943830	CP050292.1	943830	1395974	41294
0be24c74-8286-4136-a561-8cf56a4d35aa	1	1327635	CP024923.1	1327635	13687	41297
01061ea8-f78e-4238-9bff-84d2d2be03a5	1	2743575	CP055277.1	2743575	469	468
a82fdead-cb6d-4883-9b3b-23cea77d332d	1	40214	CP043307.1	40214	469	468
c22e8b93-26fc-4153-b542-da118ffd886a	1	943830	CP050292.1	943830	1395974	41294
08c967d6-c073-4364-905d-4001f13e382d	1	943830	CP050292.1	943830	1395974	41294
1fac7a19-c71a-4937-8433-f651db3561c0	1	943830	CP050292.1	943830	1395974	41294
49a7d250-ecac-4ed2-b533-a850acc4a996	1	943830	CP050292.1	943830	1395974	41294
765b3697-12d5-44a0-82c0-acdffc9c7b44	1	40214	CP059080.1	40214	469	468
fc14deb2-7e6f-488d-82b4-683985bbdd07	1	29466	CP065990.1	29466	29465	31977
30f0398e-a9e0-4648-bda4-040152441ff4	1	71139	NC_040010.1	71139	3932	3931
6b64e8f4-b089-41a4-8c51-98729d9273a1	1	13689	CP065714.1	13689	13687	41297
edb52863-19db-4b94-8d3b-614342cb80c8	1	1747	CP012350.1	1747	1912216	31957
7c3445b1-d0c5-4412-8e10-7608bd6e3cce	1	40214	CP065666.1	40214	469	468
b0656a8e-b2c9-4659-a4a8-4c905be89ed1	1	1747	CP012647.1	1747	1912216	31957
3c48c354-597d-4959-8cae-c43efe66fd9a	1	943830	CP050292.1	943830	1395974	41294
f1192401-de29-46ca-9bb0-fcc7e544c199	1	129951	AY601635.1	129951	10509	10508
1243894e-05e3-45b4-bbba-3d943a732bb2	1	45972	CP031280.1	45972	1279	90964
699d2e38-a3cd-4910-a362-bfc265ecfcfe	1	129951	KF268127.1	129951	10509	10508
427f24cf-33be-4aa2-8359-e0f4562c2817	1	1850374	CP045144.1	1850374	99	335928
f2852973-c64c-4b6f-8d39-9dbf00266f14	1	943830	CP050292.1	943830	1395974	41294
3c3e7365-7a82-4634-9d53-ded46a0f339f	1	1076	CP000250.1	1076	1073	41294
7dc09cdd-125a-4336-b905-eb5391884b17	1	943830	CP050292.1	943830	1395974	41294
124393be-11b2-4bd6-811c-feb43937e654	1	40214	CP010350.1	40214	469	468
f7606622-b258-4edf-9e9e-8de42eb63e7b	1	562	CP051222.1	562	561	543
8e6e9d8a-2e83-4444-b63c-89ad3950c7c4	1	40214	CP037424.1	40214	469	468
203d1b77-2928-49cd-8d78-9b17b5ed9dde	1	943830	CP050292.1	943830	1395974	41294
149d055c-3cec-4ec2-b299-896229dbfdd0	1	2219696	CP029985.1	2219696	13687	41297
05c4cee1-9836-416f-9d0a-fc3672f61daa	1	40214	CP031011.1	40214	469	468
0adf80e5-bc23-445d-b42f-8182ef52c0eb	1	1961362	CP015521.1	1961362	13687	41297
afd27828-663e-4e3c-914b-545f7568253b	1	1646498	CP012608.1	1646498	469	468
62ace94d-5127-4cb3-aca6-80221d27b863	1	1961362	CP015521.1	1961362	13687	41297
f088e490-2e7b-4d24-9be8-89b20b4e9982	1	31998	CP001001.1	31998	407	119045
b0a0a576-9062-4599-997c-36b0f3655d17	1	299767	CP039741.1	299767	547	543
9dc50b3e-a721-4a07-b485-91280fd8c4c8	1	2599805	AP021854.1	2599805	374	41294
74e99b03-dac9-48fb-92b4-cee7e0bef065	1	129951	AY601635.1	129951	10509	10508
359b3642-d544-4a38-b28e-8e809e3745b1	1	943830	CP050292.1	943830	1395974	41294
85f1373a-a088-4492-ad6f-7c210bd18393	1	129951	KF429754.1	129951	10509	10508
19f8cae5-0115-4f2c-b515-55efd24f0ca4	1	943830	CP050292.1	943830	1395974	41294
1738b1cb-7a61-4756-9a80-b365bbe1b718	1	943830	CP050292.1	943830	1395974	41294
4761a8b1-f955-414c-9e5c-e8b429fcf0fd	1	943830	CP050292.1	943830	1395974	41294
8bb142fe-d0b5-4645-ab69-8c5434f9d22b	1	129951	AY601635.1	129951	10509	10508
7ecac92a-46b1-4299-8246-2e72badcff18	1	71139	NC_040010.1	71139	3932	3931
a1c23d8b-eb2d-48cf-b2be-508e185d0ad7	1	1747	CP003877.1	1747	1912216	31957
eb4867fb-1923-47e2-af31-bf52aa1de499	1	40214	CP010350.1	40214	469	468
0f36e19c-d60c-40e3-a5d1-503563156ca5	1	2592816	CP041401.1	2592816	1395974	41294
fd94bb8f-d2fc-4b53-8e9b-d2ece95ee1ec	1	1747	AP022845.1	1747	1912216	31957
c13d59dc-d926-4a88-ae1f-48514773f078	1	129951	KF268127.1	129951	10509	10508
10323034-8a61-471b-a66d-86c32ebafba7	1	943830	CP050292.1	943830	1395974	41294
86178ab4-7653-4248-b140-5adaaf18314d	1	943830	CP050292.1	943830	1395974	41294
7064eac3-f3b5-426d-8eae-623d72f93c51	1	129951	X02996.1	129951	10509	10508
d60c106f-cd78-4cd7-9f05-9595b4d9a0c6	1	1904944	CP017483.1	1904944	40323	32033
a3bc9c86-c4c5-487d-8493-c3400f741ca3	1	88056	KC180807.1	88056	88055	3931
1874a419-c033-44ab-ab7d-94c962a872a6	1	943830	CP050292.1	943830	1395974	41294
af09391b-9f92-4cde-80b2-8742b36f23ff	1	1076	CP000250.1	1076	1073	41294
c2c01015-ee08-4aa2-88ad-33e08795df47	1	129951	MK041242.1	129951	10509	10508
276e9a1f-f028-4d20-bcc2-aa49d646d0ac	1	129951	AY601635.1	129951	10509	10508
6870a735-dcc8-4548-a0bd-7c509f827c02	1	1904944	CP017483.1	1904944	40323	32033
96f34a88-03b4-4903-80bd-afcd24d2d8bb	1	40214	CP010350.1	40214	469	468
a1b308f7-ff50-450f-bd78-fb3ef24ae54b	1	943830	CP050292.1	943830	1395974	41294
e96d41b9-ee62-4dc1-a60d-034ceca3b59d	1	562	CP053599.1	562	561	543
0f4da6c4-d18c-45e7-843a-5619cf4f17b0	1	129951	KF429754.1	129951	10509	10508
46c0c44b-988c-4b44-9488-737781ebc84e	1	943830	CP050292.1	943830	1395974	41294
28fee904-3a82-4645-9d74-7fb3408b8a34	1	2592815	CP041400.1	2592815	1395974	41294
745f6ef7-2f83-4867-9b04-3a403b4dd81d	1	1076	CP000250.1	1076	1073	41294
5b384616-5fa8-43de-acab-97985f825791	1	943830	CP050292.1	943830	1395974	41294
373f6410-4435-4d30-bb9c-be73ca947290	1	943830	CP050292.1	943830	1395974	41294
782ea6fa-2c42-4d69-8bca-cecdb963f616	1	40214	CP010350.1	40214	469	468
c97ee351-47ef-4a24-9e28-bc9ea15bca09	1	129951	AY601635.1	129951	10509	10508
dfae5f05-1965-46ba-bde5-62de7e450037	1	1747	CP031442.1	1747	1912216	31957
f5417869-52f0-43ac-9ed1-3c0c9eca0f05	1	29430	CP030880.1	29430	469	468
7d569aa0-e0d3-416e-bf56-e688823e11b4	1	1747	CP031442.1	1747	1912216	31957
4a6d5c1f-9cca-4683-9449-f80c7c26530d	1	1076	CP001096.1	1076	1073	41294
c1056590-dcdb-42ba-8722-bbed6d28f639	1	562	CP000946.1	562	561	543
d30e70a2-7575-4cbd-a538-2fb32e1ffe40	1	943830	CP050292.1	943830	1395974	41294
cdc0c136-445f-4eb7-9c2b-c9f172d9b14a	1	943830	CP050292.1	943830	1395974	41294
497b1bc3-526b-47fc-a6e1-bb69382c99f4	1	299767	CP011798.1	299767	547	543
0d541577-eeb9-4100-b2a1-d668af4d2280	1	1197460	CP049289.1	1197460	374	41294
92fa8e7b-d03e-4ba5-9366-8b121ff1813b	1	40214	CP059080.1	40214	469	468
bd1726d4-c5f3-4e59-a58f-d7c0c28e91c0	1	40214	CP065666.1	40214	469	468
8106396e-41e1-46a9-b8b5-ce1c7003919e	1	424800	CP048423.1	424800	13687	41297
5a0fddf0-6d9d-4a0f-8048-506a6cd2e52a	1	1523415	CP037915.1	1523415	13687	41297
018f7889-d97c-4cfa-96ed-b4335053b517	1	943830	CP050292.1	943830	1395974	41294
6bdef105-66ea-41cc-b764-a2d43b5c8dee	1	1938607	CP019511.1	1938607	13687	41297
1ae317a7-8659-479b-9d47-a64c1b7165aa	1	562	CP053594.1	562	561	543
dcc7c368-e79f-425d-a633-9f3812ca1f6d	1	13689	CP065713.1	13689	13687	41297
023ebe72-c674-4283-bad7-a136d572005f	1	943830	CP050292.1	943830	1395974	41294
950429ff-d884-4e8d-b0cc-27e1ebb2c65e	1	71139	NC_040010.1	71139	3932	3931
c990c9d3-3bbf-4265-a695-17c90992e3d6	1	1327635	CP024923.1	1327635	13687	41297
68e7e4b0-2184-4815-8e1a-d4b817173cdd	1	129951	M73260.1	129951	10509	10508
6c080203-523d-4274-85a6-e6f7c6586260	1	1938607	CP019511.1	1938607	13687	41297
0c39509c-face-458c-8d55-2bd961f3bca0	1	1327635	CP024923.1	1327635	13687	41297
9250d06d-04f7-4e2f-ac0a-250b665ea018	1	562	CP014268.2	562	561	543
dc604935-a1c9-4656-aae1-1c4cd7da2fb9	1	152682	CP023705.1	152682	13687	41297
58b8aa9e-f7da-41fe-bfb7-9d0ad0171871	1	40214	CP065666.1	40214	469	468
3e059fa1-285e-41c7-84e6-9434ef2500e4	1	943830	CP050292.1	943830	1395974	41294
778e7847-0406-48df-9276-116a251dbb2b	1	1961362	CP015521.1	1961362	13687	41297
74e9a323-752f-4d8b-aa89-838577515648	1	1747	CP044255.1	1747	1912216	31957
eb51b6f2-d7aa-437c-b5c6-4e4827d7053b	1	1379870	CP010429.1	1379870	107	89373
3b75b9f6-4afb-4a2d-b5a9-3fe7950fef7c	1	1404768	CP029426.1	1404768	374	41294
e5648f36-1b33-4d7b-97c3-fbed47cdab51	1	13690	CP047218.1	13690	165695	41297
8b9ddac2-9572-4bec-bda4-8e989249c1a4	1	40214	CP037424.1	40214	469	468
094ecac8-fc02-4fd0-9d42-68c437b2441b	1	40214	CP059080.1	40214	469	468
a7fd97ae-c6b5-4ee0-b625-a8127420ab7d	1	129951	X02996.1	129951	10509	10508
6dda9dfa-5457-4c26-b1ca-7013a74bb931	1	129951	M73260.1	129951	10509	10508
a13ff8a7-b3b5-4161-9594-3c52b70bf73f	1	562	CP013048.1	562	561	543
548ef485-b778-450b-b582-4083694cca51	1	40214	CP010350.1	40214	469	468
7bbc7bcf-058b-4ec2-9cd9-aa1acc64e01d	1	1076	CP000283.1	1076	1073	41294
a4aa35fd-278e-4666-ba29-fb6f5dac2911	1	943830	CP050292.1	943830	1395974	41294
f503bec1-a519-46d5-a416-f2aa4e646a4d	1	1938607	CP019511.1	1938607	13687	41297
33c3ae15-81bd-40b0-bc72-d0ff09d53bc0	1	40214	CP065666.1	40214	469	468
5f950560-e706-4f35-b665-9e08c6e02f44	1	1850374	CP045144.1	1850374	99	335928
c946ef3b-b565-4d54-b1d0-7d5fd41a51b4	1	2592814	CP041399.1	2592814	1395974	41294
d16ca322-6f38-4d91-afcc-cf2431e425cb	1	1282	CP066303.1	1282	1279	90964
00f309c7-f8bf-4da4-a093-7454856907b6	1	1882747	LT629703.1	1882747	1033	41294
2b593b38-5186-4e6c-9ae2-90ef49662249	1	129951	M73260.1	129951	10509	10508
7d829c12-7349-4361-b9ec-14df3572d6dc	1	1290	CP014107.1	1290	1279	90964
1f4d9bb8-99fa-427c-aa22-4e8ac2153c28	1	2592816	CP041401.1	2592816	1395974	41294
2cf86986-88af-4865-8b1e-83861b498114	1	178133	XM_030687690.1	178133	178132	3931
a08d4833-efb3-4c1d-8f66-ef8729cfc459	1	40214	CP010350.1	40214	469	468
7b65ad73-f2b4-4876-86d1-13bd8705750b	1	1646498	CP012608.1	1646498	469	468
ae51f63c-bd16-4452-953e-05da2c2d97b6	1	2743575	CP055277.1	2743575	469	468
48411eaf-89d0-4c58-a699-34659c1fce79	1	1961362	CP015521.1	1961362	13687	41297
68907637-46b3-43be-937a-fc72ff8815b2	1	2599819	AP021855.1	2599819	374	41294
bfefbeb3-4373-4299-a8a9-84cfb0ef38e4	1	943830	CP050292.1	943830	1395974	41294
90eb512a-9e95-46ed-88ec-c7245b53f6fe	1	76775	CP033149.1	76775	55193	742845
83790b9d-8f28-41a9-93fc-beb42492ac47	1	2743575	CP055277.1	2743575	469	468
4364a52f-4860-4a93-b5e4-d2a635e4d4a4	1	48296	CP028574.2	48296	469	468
34cdb593-08b9-45bd-88b0-78cae9d2fd41	1	943830	CP050292.1	943830	1395974	41294
33e798c4-9bcc-4cd8-9a14-8bf22bb53a6f	1	34062	CP040257.1	34062	475	468
0e3cb6ad-8cab-40ce-9b96-18c60a554e16	1	1879050	CP033119.1	1879050	469	468
ccb3ab25-e655-4e9f-a353-7f08944a57b2	1	219896	XM_030619674.1	219896	178174	3931
68b00e83-bf33-4bc6-9128-cdb2ca6a4bcb	1	152682	CP023705.1	152682	13687	41297
e3ce2f56-42a9-4209-90cf-bd0215a92289	1	562	AP022095.1	562	561	543
98c0c462-730e-43b5-9f89-e97985cda5d0	1	40214	CP010356.1	40214	469	468
6adbfb9e-63eb-4422-856c-9731d3ab0b8b	1	1327635	CP024923.1	1327635	13687	41297
e5c363b4-2517-4c00-8189-08a4d877a9dc	1	943830	CP050292.1	943830	1395974	41294
089a821f-9a15-4e2e-8831-4960314786b2	1	129951	KF268127.1	129951	10509	10508
