contig_10	1	694003	AY391777.1	694003	694002	11118
contig_11	1	694003	NC_006213.1	694003	694002	11118
contig_12	1	694003	AY391777.1	694003	694002	11118
contig_15	1	694003	KF530095.1	694003	694002	11118
contig_17	1	694003	AY391777.1	694003	694002	11118
contig_18	1	694003	KF572943.1	694003	694002	11118
contig_19	1	694003	AY585229.1	694003	694002	11118
contig_2	1	694003	JN129835.1	694003	694002	11118
contig_23	1	694003	AY391777.1	694003	694002	11118
contig_25	1	694003	AY585229.1	694003	694002	11118
contig_26	1	694003	AY585229.1	694003	694002	11118
contig_27	1	694003	AY585229.1	694003	694002	11118
contig_3	1	129951	M73260.1	129951	10509	10508
contig_5	1	694003	KF530071.1	694003	694002	11118
contig_7	1	694003	AY391777.1	694003	694002	11118
contig_9	1	694003	AY391777.1	694003	694002	11118
c7c5bdca-4b6b-4de4-97a6-767a4de752c9	1	129951	KF268127.1	129951	10509	10508
e58ed859-400b-4954-9cde-83817bf681ea	1	34062	CP040257.1	34062	475	468
96eb67a7-b7ab-40a6-9bf0-4370f29cc1f8	1	943830	CP050292.1	943830	1395974	41294
5d04dd7b-2c5d-4f98-b9de-5e2924ccfef6	1	1869227	KY266809.1	1869227	-200	-300
d20eebc2-2be1-43ba-914c-ddbf736e9853	1	13689	CP065714.1	13689	13687	41297
19376a5f-7db3-4945-b347-e1e202e9eebf	1	129951	M73260.1	129951	10509	10508
4b76e1bd-94ab-4f3f-9d2a-d81c871278a7	1	152682	CP017578.1	152682	13687	41297
ab56a884-1777-46e4-ac1b-99be33261e84	1	2592816	CP041401.1	2592816	1395974	41294
3b535652-d8d8-462d-8fc7-05eaa1689073	1	943830	CP050292.1	943830	1395974	41294
b3d4f65c-041f-4629-893f-8de8e3a061bd	1	40214	CP059080.1	40214	469	468
fd85f1e2-8996-4685-962c-fd29e959c5e1	1	562	CP053600.1	562	561	543
401ebb44-097b-47b5-8fd0-10f32741fcf8	1	40214	CP043307.1	40214	469	468
ddf0064a-20f4-4117-a2c2-714daa90a6f8	1	40214	CP037424.1	40214	469	468
5e350fe5-ff83-457b-8b46-3c0018dc7e97	1	562	CP014269.1	562	561	543
bdee4700-64cc-47aa-abbc-c606dbd7299a	1	1327635	CP024923.1	1327635	13687	41297
eb8642c3-d657-4e62-aeec-e012f9abf2fe	1	40214	CP022298.1	40214	469	468
a6e9bcff-cecd-4ed7-b3c6-80cebc34b3ed	1	1325100	CP030037.1	1325100	374	41294
